,source,pre_emissions,pre_emissions_lower,pre_emissions_upper,ue_emissions,ue_emissions_lower,ue_emissions_upper,total_emissions,total_emissions_lower,total_emissions_upper
179,CH4_1B2_250m_-103.69186_32.41528?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2638207.801268766,980973.6489047984,980973.6489047984,1964975.132276981,1822812.3696532117,6101522.552777411,4603182.933545747,2070013.1001533181,6179877.568520025
180,CH4_1B2_250m_-103.69250_32.31431?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,83731.98616939948,28746.08844025706,28746.08844025706,2735312.7401177664,2165803.765825637,8497442.49022513,2819044.726287166,2165994.5266932524,8497491.11280995
181,CH4_1B2_250m_-103.69329_32.06249?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,6537.083145079499,2741.7065139230003,2741.7065139230003,3067146.7594062192,2586833.8493260825,9589267.091768544,3073683.842551299,2586835.3022513445,9589267.48371479
182,CH4_1B2_250m_-103.69536_32.28156?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,142946.19764379188,67076.33978987386,67076.33978987386,2747401.407779224,2354386.165485877,8168230.454240531,2890347.605423016,2355341.472396497,8168505.860250213
183,CH4_1B2_250m_-103.69549_32.05538?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,38258.49741040228,10053.640345421638,10053.640345421638,3167312.301170362,2450598.3078470784,9416420.078170726,3205570.7985807643,2450618.9304147554,9416425.445160227
184,CH4_1B2_250m_-103.69650_32.03213?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3583.6333907139997,675.6885153620334,675.6885153620334,2958823.4327258705,2455859.507854821,6416548.775231317,2962407.0661165845,2455859.6008069953,6416548.810807682
185,CH4_1B2_250m_-103.69744_32.21132?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,42866.07380833849,13619.989839881573,13619.989839881573,3218615.7656041523,2821607.5860935594,8638051.391560432,3261481.839412491,2821640.457964828,8638062.129167765
186,CH4_1B2_250m_-103.69817_32.05093?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,56668.7951792132,12958.334389666164,12958.334389666164,2713639.3316664672,2363811.110319224,7525709.919768404,2770308.1268456806,2363846.6286328216,7525721.076078406
187,CH4_1B2_250m_-103.70069_32.03685?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,51.965608193977786,11.369610790355,11.369610790355,2643504.1661646795,2195624.8172837375,9077912.428243343,2643556.1317728735,2195624.8173131747,9077912.428250462
188,CH4_1B2_250m_-103.70436_32.02345?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,338.51154146152777,84.00986693468056,84.00986693468056,3191087.5538186915,2749678.4489693013,9398406.523195611,3191426.065360153,2749678.450252662,9398406.523571081
189,CH4_1B2_250m_-103.70659_32.19517?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,713396.6451061377,300000.1196882348,300000.1196882348,1787094.2802622397,1535826.2114223065,6805916.048593478,2500490.9253683775,1564852.141099839,6812524.739941516
190,CH4_1B2_250m_-103.71197_32.02239?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,14913.26453774228,2802.6332226666223,2802.6332226666223,3162313.827661925,2632298.622970221,10035279.015547514,3177227.0921996674,2632300.1149648386,10035279.406904487
191,CH4_1B2_250m_-103.71268_32.82789?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,24506.63659301842,13390.660694881584,13390.660694881584,2749434.183517981,2344079.2772994186,7472161.42133805,2773940.820110999,2344117.5243699728,7472173.419850915
192,CH4_1B2_250m_-103.71654_32.04011?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1372.9055503482223,460.4200017285556,460.4200017285556,3130000.2723974064,2711925.411314964,9449880.293451095,3131373.1779477545,2711925.4503991096,9449880.304667458
193,CH4_1B2_250m_-103.71746_32.23258?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,7980.132436474221,2569.6085383126665,2569.6085383126665,2827433.9595200117,2382323.0975176888,7622540.603229431,2835414.091956486,2382324.483325963,7622541.036345383
194,CH4_1B2_250m_-103.71770_32.20584?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1387367.5721317912,323467.89954749733,323467.89954749733,665940.1787431889,614513.6798488436,2808977.440341276,2053307.75087498,694448.3744376085,2827540.5819163583
195,CH4_1B2_250m_-103.71912_32.31428?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,8966115.565946741,2729380.7037076135,2729380.7037076135,665940.1787431889,614513.6798488436,2808977.440341276,8966115.565946741,2729380.7037076135,2729380.7037076135
196,CH4_1B2_250m_-103.72492_32.00236?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,16363.833678377969,7873.281725943874,7873.281725943874,2940469.0029463884,2587984.000268836,6828005.94660959,2956832.8366247662,2587995.976467626,6828010.485895658
197,CH4_1B2_250m_-103.72492_32.08076?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,147177.19760158,26204.044897459,26204.044897459,2839418.987663694,2425224.845242409,6708230.016938593,2986596.1852652743,2425366.405710703,6708281.1965603335
198,CH4_1B2_250m_-103.72777_32.06477?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,872321.9823143322,339090.7884089798,339090.7884089798,22580.984774155666,21723.970382555544,114096.36359724827,894902.9670884878,339785.9527305472,357771.6352227199
199,CH4_1B2_250m_-103.72972_32.29546?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,442279.98465147545,47332.56281709125,47332.56281709125,1955751.5258354782,1710191.6632341698,5512202.163653534,2398031.510486954,1710846.5438193134,5512405.379186978
200,CH4_1B2_250m_-103.73199_32.00317?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2757.0331575495225,197.1641154070467,197.1641154070467,2861943.8738000854,2421221.0973036466,8529150.27556079,2864700.9069576347,2421221.1053313497,8529150.277839663
201,CH4_1B2_250m_-103.73317_32.27676?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1199894.395905529,825443.3207720524,825443.3207720524,935246.1082786135,833757.6892787162,4523304.475382066,2135140.5041841427,1173247.0158660442,4598003.920487522
202,CH4_1B2_250m_-103.73326_32.06489?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,265.09945593339444,95.68338640793334,95.68338640793334,2886546.63013695,2486682.016952677,9215041.960248815,2886811.7295928835,2486682.018793546,9215041.960745575
203,CH4_1B2_250m_-103.73442_32.09314?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3038.9121733930556,1256.5562683916667,1256.5562683916667,2936226.160095659,2515906.0984582854,7598158.346194637,2939265.0722690523,2515906.4122485253,7598158.450097028
204,CH4_1B2_250m_-103.73940_32.30930?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,30479.811779913667,7477.533546110455,7477.533546110455,3150919.5884199766,2710449.397253153,10524332.092785578,3181399.40019989,2710459.7116684676,10524334.74917747
205,CH4_1B2_250m_-103.74016_32.10188?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,302820.6719457286,100787.04044111435,100787.04044111435,3026173.041550039,2423132.082483573,7755632.010714386,3328993.7134957677,2425227.229906933,7756286.863773061
206,CH4_1B2_250m_-103.74164_32.28375?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,879186.1984677368,238624.99702073212,238624.99702073212,1959578.777401762,1791687.9342778372,6376974.96645457,2838764.975869499,1807508.6564218518,6381438.052037441
207,CH4_1B2_250m_-103.74392_31.99984?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,59901.4700124375,32728.040120651247,32728.040120651247,2782911.0412502997,2256369.7781013753,7843701.734517194,2842812.511262737,2256607.121352627,7843770.01349977
208,CH4_1B2_250m_-103.74447_32.82852?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,25609.626428106567,14384.220797273356,14384.220797273356,3258441.1801346913,2809703.4169014785,6669045.787199518,3284050.806562798,2809740.2365264636,6669061.299581192
209,CH4_1B2_250m_-103.74451_32.22701?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,8262350.074782056,2606534.6511211637,2606534.6511211637,3258441.1801346913,2809703.4169014785,6669045.787199518,8262350.074782056,2606534.6511211637,2606534.6511211637
210,CH4_1B2_250m_-103.74829_32.06500?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,573587.5268766875,195116.0450761884,195116.0450761884,1687840.0823650947,1506055.518256834,5210952.223753716,2261427.609241782,1518641.990436862,5214603.85353384
211,CH4_1B2_250m_-103.75026_32.05227?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,653404.0768040845,187282.26981294417,187282.26981294417,914172.9014553291,812406.0641306003,3050732.945994253,1567576.9782594135,833713.5369072891,3056476.101061656
212,CH4_1B2_250m_-103.75123_32.12175?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2477166.5022304407,664802.6813282905,664802.6813282905,914172.9014553291,812406.0641306003,3050732.945994253,2477166.5022304407,664802.6813282905,664802.6813282905
213,CH4_1B2_250m_-103.75202_32.26396?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,7357.249358559222,5855.825338943913,5855.825338943913,3157030.9873602213,2627853.484972398,7562532.077370946,3164388.2367187804,2627860.0094320048,7562534.344514075
214,CH4_1B2_250m_-103.75570_32.12134?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,15667.3771429425,7722.489301746675,7722.489301746675,3085106.625773251,2507804.855217134,8268381.903059978,3100774.0029161936,2507816.7454364854,8268385.509377919
215,CH4_1B2_250m_-103.75596_32.05063?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,54928.17704518821,12384.028122154166,12384.028122154166,3032813.3729128656,2541952.2950942237,7917096.849288842,3087741.549958054,2541982.4615223687,7917106.5349136125
216,CH4_1B2_250m_-103.75812_32.10643?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,47041.97454357212,13527.613608551901,13527.613608551901,2892172.886260109,2389469.4431173424,8392179.944765702,2939214.860803681,2389507.735062066,8392190.847547354
217,CH4_1B2_250m_-103.75814_32.31239?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1282983.3338778086,208191.99945944094,208191.99945944094,850505.93382544,788485.0926193987,3333139.7562919967,2133489.2677032487,815507.602614434,3339635.390819362
218,CH4_1B2_250m_-103.75819_32.31571?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,15814.235580673834,5830.065998697995,5830.065998697995,3173715.0143973874,2729847.7204192365,8419315.605737664,3189529.2499780613,2729853.945973603,8419317.624290422
219,CH4_1B2_250m_-103.76078_32.22977?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,22996.8329128616,8102.735590110849,8102.735590110849,3557225.3808874697,3141597.180327707,8026219.413392726,3580222.213800331,3141607.62950548,8026223.503382293
220,CH4_1B2_250m_-103.76133_32.13907?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,481766.5972557356,116591.30842638618,116591.30842638618,2110374.2709241314,1839839.912484658,5529265.946107558,2592140.868179867,1843530.4274061034,5530495.0443866495
221,CH4_1B2_250m_-103.76390_32.29602?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,299088.5265992196,83358.19004478995,83358.19004478995,2078741.4776011072,1890036.603451897,6064832.687319411,2377830.0042003267,1891873.9255657408,6065405.519256362
222,CH4_1B2_250m_-103.77010_31.71476?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,15163382.752338974,1357623.7550229602,1357623.7550229602,762013.4228155485,701675.2596221298,3243406.8939163266,15925396.175154522,1528231.144221458,3516081.7026494984
223,CH4_1B2_250m_-103.77113_32.26416?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,114.62884018250001,9.428997304808334,9.428997304808334,3188739.2672999846,2559663.880384496,9675394.383720625,3188853.896140167,2559663.880401863,9675394.383725218
224,CH4_1B2_250m_-103.77159_32.20883?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2260.91264578875,555.7976621978167,555.7976621978167,3581535.067347133,3089043.082579112,7154679.350449838,3583795.979992922,3089043.1325802016,7154679.37203788
225,CH4_1B2_250m_-103.77746_32.10395?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,18446.802295289443,7229.4312849746975,7229.4312849746975,2798202.515198918,2352496.7334739454,7528950.010016138,2816649.3174942075,2352507.841789754,7528953.480929385
226,CH4_1B2_250m_-103.77903_32.20197?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,211443.83971272217,54238.93500568167,54238.93500568167,2917345.1190737393,2420208.453547351,8462004.850511394,3128788.9587864615,2420816.1476437263,8462178.676449046
227,CH4_1B2_250m_-103.78496_32.32121?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,110465.24182728125,20648.16187301215,20648.16187301215,2729214.8085803245,2430568.5356971873,7614722.836882513,2839680.0504076057,2430656.239230448,7614750.83171661
228,CH4_1B2_250m_-103.78582_32.06861?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,53750.69796558667,7894.873591673112,7894.873591673112,2756612.23151205,2281408.754316307,7762391.621269063,2810362.9294776367,2281422.414481832,7762395.636076352
229,CH4_1B2_250m_-103.78766_32.26778?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,61211.54590301779,24739.676116221246,24739.676116221246,2845771.727321599,2412995.430974735,9998166.550058892,2906983.273224617,2413122.251664694,9998197.158202616
230,CH4_1B2_250m_-103.78788_32.30564?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,45177.04055895292,6959.107118633791,6959.107118633791,3154127.367834262,2669312.095741524,7390479.07358354,3199304.408393215,2669321.167196614,7390482.350039685
231,CH4_1B2_250m_-103.78972_32.13601?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,8588.364376408446,2522.079306285295,2522.079306285295,2710564.188995653,2492610.9058323563,9013943.57655811,2719152.5533720613,2492612.181780075,9013943.929393904
232,CH4_1B2_250m_-103.79344_32.31300?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,4201781.411634969,1255093.694510879,1255093.694510879,2710564.188995653,2492610.9058323563,9013943.57655811,4201781.411634969,1255093.694510879,1255093.694510879
233,CH4_1B2_250m_-103.79629_32.20832?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1922041.1886498353,830627.0421094534,830627.0421094534,887783.7978418379,827976.3217783803,3151036.7469891673,2809824.986491673,1172811.1836562422,3258676.7044246006
234,CH4_1B2_250m_-103.80030_32.04262?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,107611.1719743445,34596.1798383021,34596.1798383021,3041633.7193806004,2434835.7997608962,7811666.010704851,3149244.891354945,2435081.5730600664,7811742.619829512
235,CH4_1B2_250m_-103.80199_32.23868?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,72278.70787076143,22489.9051259001,22489.9051259001,2907223.1316890186,2570525.985659199,8517507.661269296,2979501.83955978,2570624.367499415,8517537.352757176
236,CH4_1B2_250m_-103.80222_32.22422?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,53753.282761775,7045.100824719668,7045.100824719668,3153094.4117347444,2661970.735043314,10413421.474052746,3206847.6944965194,2661980.0577150593,10413423.857200306
237,CH4_1B2_250m_-103.80241_32.80150?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,4306.833056067802,1199.4036447476471,1199.4036447476471,3103568.2934443895,2572339.4628550173,9586235.239270285,3107875.126500457,2572339.74247772,9586235.314303342
238,CH4_1B2_250m_-103.80341_32.04343?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,249036.11153473027,160612.52768323032,160612.52768323032,3318683.5267434097,2851147.604585081,5976259.434031289,3567719.6382781398,2855667.881105932,5978417.282767804
239,CH4_1B2_250m_-103.80375_32.83332?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1368653.6459186208,656411.5973634134,656411.5973634134,2113662.721840097,1920476.0136897282,5508688.107884238,3482316.367758718,2029557.6622285894,5547659.042794394
240,CH4_1B2_250m_-103.80438_32.11180?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,7294.6853913405,1928.3107075065,1928.3107075065,3191343.0635270225,2798586.5424524974,8519240.252931125,3198637.748918363,2798587.206784596,8519240.4711655
241,CH4_1B2_250m_-103.80547_32.20965?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,105955.00790637624,36325.55196273628,36325.55196273628,2974750.261452363,2571944.147096578,10061461.904910699,3080705.2693587393,2572200.661206225,10061527.478951424
242,CH4_1B2_250m_-103.80763_32.00348?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,84974.57522031688,37167.819010665924,37167.819010665924,2831297.715675772,2406089.4571104525,6684677.40374698,2916272.290896089,2406376.5130145536,6684780.73230046
243,CH4_1B2_250m_-103.80777_32.64375?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,4901.37437699,2423.7085227933335,2423.7085227933335,3156871.435229355,2719713.341296565,7621273.38011446,3161772.809606345,2719714.421256307,7621273.765506937
244,CH4_1B2_250m_-103.81512_32.27161?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,129854.94117793141,77390.7501344775,77390.7501344775,1909449.2957679457,1678064.248116088,6191338.434056111,2039304.236945877,1679847.8946058745,6191822.101225676
245,CH4_1B2_250m_-103.81826_32.02406?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1938171.1298659379,500315.4118240877,500315.4118240877,1909449.2957679457,1678064.248116088,6191338.434056111,1938171.1298659379,500315.4118240877,500315.4118240877
246,CH4_1B2_250m_-103.81915_32.15247?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,440065.0778870649,174283.587588083,174283.587588083,1970663.7490403745,1781954.7857130435,5710588.854205633,2410728.8269274393,1790457.3793386403,5713247.748057157
247,CH4_1B2_250m_-103.82035_32.00753?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2899653.1782356566,1013943.104536899,1013943.104536899,1970663.7490403745,1781954.7857130435,5710588.854205633,2899653.1782356566,1013943.104536899,1013943.104536899
248,CH4_1B2_250m_-103.82121_32.10650?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,13288.649203293333,8137.321350269999,8137.321350269999,3286487.793062309,2756023.676462249,9732696.570479698,3299776.4422656023,2756035.68939505,9732699.972208433
249,CH4_1B2_250m_-103.82691_32.00257?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,11860782.153896514,3525269.430562445,3525269.430562445,3286487.793062309,2756023.676462249,9732696.570479698,11860782.153896514,3525269.430562445,3525269.430562445
250,CH4_1B2_250m_-103.82714_32.03510?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,86092.94458582583,20390.635565423752,20390.635565423752,2949623.6609624024,2527024.463759547,5893788.071176374,3035716.605548228,2527106.7287429688,5893823.343633544
251,CH4_1B2_250m_-103.82738_32.22631?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,19430.745982038003,5272.085905288433,5272.085905288433,3095357.4065409973,2507343.304740215,7879016.311335452,3114788.152523035,2507348.8474313617,7879018.075190581
252,CH4_1B2_250m_-103.82761_32.53493?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,878949.2342928268,545971.7395358867,545971.7395358867,2089304.0404144581,1846754.6451335584,5885122.262187574,2968253.2747072848,1925769.4201783915,5910393.318660581
253,CH4_1B2_250m_-103.82849_32.67448?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,420184.6753839701,203708.33640793985,203708.33640793985,1929457.3094171453,1750975.1592086959,7551431.895037897,2349641.9848011155,1762785.0392172064,7554179.025659753
254,CH4_1B2_250m_-103.83008_32.20578?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,27811.246208880795,11237.549834434025,11237.549834434025,2963393.9734598957,2562715.9392172196,8904116.114388771,2991205.2196687767,2562740.5775154606,8904123.205630304
255,CH4_1B2_250m_-103.83101_32.73779?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,102.817322998325,61.997113171500004,61.997113171500004,3240305.9066259074,2658184.6736282296,7938377.984408436,3240408.7239489057,2658184.674351212,7938377.984650529
256,CH4_1B2_250m_-103.83525_32.16115?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,274584.8351703484,102652.28949489063,102652.28949489063,1845528.3536950217,1629668.0074816945,5464033.4636542555,2120113.18886537,1632897.8250790522,5464997.638103063
257,CH4_1B2_250m_-103.83750_32.10452?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,494828.0285321143,168908.98728999123,168908.98728999123,1774573.261711075,1451455.6380932874,6624942.410280277,2269401.2902431893,1461250.7366431411,6627095.305299115
258,CH4_1B2_250m_-103.83789_32.06069?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,16164.868195082207,5373.2107768848755,5373.2107768848755,2853669.9752216768,2432040.2987820166,7660552.431876669,2869834.843416759,2432046.2344071036,7660554.316296282
259,CH4_1B2_250m_-103.83958_32.21318?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1996031.638081843,1040280.7430168702,1040280.7430168702,817337.5184642489,739092.9851209086,2988264.9433520483,2813369.1565460917,1276104.409892336,3164160.4567339113
260,CH4_1B2_250m_-103.84070_32.13688?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,110857.23405193262,21270.590949224483,21270.590949224483,3203990.733582573,2916973.237198237,8261286.204839796,3314847.9676345056,2917050.788822521,8261313.587820985
261,CH4_1B2_250m_-103.84277_32.85580?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1593243.7471516437,1435618.7262267582,1435618.7262267582,2157453.502106932,1921555.420181312,6861350.540510523,3750697.249258576,2398619.6780484226,7009930.981604382
262,CH4_1B2_250m_-103.84391_32.03237?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,129257.91699663659,41007.747999850166,41007.747999850166,3076135.5273951176,2528557.1039562263,6526304.492693454,3205393.444391754,2528889.6107508363,6526433.326614682
263,CH4_1B2_250m_-103.84871_32.20953?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,9330.6954442025,1716.8015593905418,1716.8015593905418,3005792.61741059,2620549.631576231,8231837.989586846,3015123.3128547925,2620550.1939405617,8231838.168611722
264,CH4_1B2_250m_-103.85300_32.11074?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,18512.490495612503,4055.2783673308695,4055.2783673308695,3086345.7017561286,2580165.523645767,10590971.503524937,3104858.192251741,2580168.710509619,10590972.279907068
265,CH4_1B2_250m_-103.85765_32.37250?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,13329.637167893006,7931.634309322245,7931.634309322245,2885565.141916902,2417282.6535421056,7635411.576610393,2898894.7790847947,2417295.666222562,7635415.696283918
266,CH4_1B2_250m_-103.85877_32.20670?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,566848.1199591267,186843.92271941234,186843.92271941234,1798839.0442799688,1627341.2500945155,5991576.7071050685,2365687.1642390955,1638032.4159540795,5994489.310073144
267,CH4_1B2_250m_-103.86569_31.73318?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,10561116.160418045,3288236.2631664476,3288236.2631664476,1108167.9962247221,1010301.3645833979,4077977.327894384,11669284.156642767,3439942.8148854333,5238549.112991446
268,CH4_1B2_250m_-103.86810_31.99348?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,46536.393924278396,11534.746258468995,11534.746258468995,3262545.9886696227,2684818.09780602,7983093.462942453,3309082.382593901,2684842.875975796,7983101.796197126
